County_Forest_NH,Cost_Forest_NH,Qty_Forest_NH,County_Forest_H,Cost_Forest_H,Qty_Forest_H,County_Soil,Cost_Soil,Qty_Soil,County_MinCost,Cost_MinCost,Qty_MinCost,County_MaxQty,Cost_MaxQty,Qty_MaxQty,County_CE,Cost_CE,Qty_CE,Revenues_CE
"LAWRENCE COUNTY, OH",23.64199551,300559358.4,"LAKE COUNTY, OR",10.74334792,340923676,"FAYETTE COUNTY, TN",7.022464496,52113397.64,"WAKE COUNTY, NC",5.8183089,185230285.9,"COAL COUNTY, OK",12.66530177,331358955.9,"CHOUTEAU COUNTY, MT",7.521349311,261671781.4,1968124873
"PARK COUNTY, WY",23.64237581,301329619.2,"ELLSWORTH COUNTY, KS",10.7434978,341829189.6,"GREENE COUNTY, VA",7.028100797,52116694.17,"BULLOCK COUNTY, AL",5.828965256,185274456.8,"HALE COUNTY, AL",12.67467143,331666243.3,"DONLEY COUNTY, TX",7.523075534,263257937.2,1980509346
"HINDS COUNTY, MS",23.64582592,301661201,"WASHINGTON COUNTY, AL",10.80625266,341978102.4,"GOGEBIC COUNTY, MI",7.031960759,52132793.94,"CLAY COUNTY, GA",5.828965256,185332387.9,"WILLIAMSBURG COUNTY, SC",12.67930447,332296466.9,"TOOLE COUNTY, MT",7.527002619,263288444.1,1981772809
"HOT SPRINGS COUNTY, WY",23.68013548,301909424.7,"EDWARDS COUNTY, TX",10.81982003,345328065.8,"RAPPAHANNOCK COUNTY, VA",7.039683207,52134406.63,"LEE COUNTY, NC",5.828965256,185343535.1,"CARBON COUNTY, UT",12.7330234,332515247.7,"GLOUCESTER COUNTY, VA",7.565931915,263307654.1,1992167784
"SCHUYLER COUNTY, NY",23.68476161,302184996.1,"TURNER COUNTY, GA",10.85649377,345721527.9,"CRAIGHEAD COUNTY, AR",7.043776366,52888228.93,"BARTOW COUNTY, GA",5.83962077,185367390.3,"MARSHALL COUNTY, SD",12.73506356,333071210.2,"MOREHOUSE PARISH, LA",7.566833394,264089334.7,1998319997
"BANNOCK COUNTY, ID",23.7035489,302649679.1,"SOMERSET COUNTY, MD",10.85805364,345963978.4,"WAYNE COUNTY, NC",7.054432722,53093652.61,"LAMAR COUNTY, MS",5.83962077,185385227.2,"OCHILTREE COUNTY, TX",12.73686878,334651188.6,"TUCKER COUNTY, WV",7.577790661,264123925.2,2001475814
"CLINCH COUNTY, GA",23.71550034,302840339.1,"MCDUFFIE COUNTY, GA",10.87409005,346136991.6,"WILBARGER COUNTY, TX",7.060330002,53553878.53,"PICKENS COUNTY, AL",5.840194901,185602873.8,"BRADFORD COUNTY, FL",12.76956308,334866767.9,"BORDEN COUNTY, TX",7.58045018,265089736.5,2009499541
"CROOK COUNTY, OR",23.74298138,303392820,"YAMHILL COUNTY, OR",10.87776293,347347001,"CATAWBA COUNTY, NC",7.065089078,53555696.96,"FERRY COUNTY, WA",5.845864684,185779302.9,"WEBSTER COUNTY, WV",12.84868032,334887806.3,"DELTA COUNTY, MI",7.590272824,265147346.1,2012540695
"SEVIER COUNTY, UT",23.74313237,303470424.8,"EDDY COUNTY, NM",10.93356178,347357160.1,"COLUMBIA COUNTY, GA",7.075745434,53558419.68,"BARTON COUNTY, MO",5.850277126,186082921.9,"GRANT COUNTY, KS",12.87197867,334890393.5,"WEAKLEY COUNTY, TN",7.597901825,265376512.9,2016304691
"CHAUTAUQUA COUNTY, KS",23.74378931,304283220.3,"MERCER COUNTY, MO",10.98622088,347790985.1,"PIERCE COUNTY, NE",7.075745434,54185064.16,"NOLAN COUNTY, TX",5.86007648,187594964.8,"ADAIR COUNTY, OK",12.90956476,335297012.1,"LUBBOCK COUNTY, TX",7.60691284,266768689.8,2029286172
"SABINE PARISH, LA",23.76102294,304405745.8,"MADISON PARISH, LA",10.99423522,348536540.4,"CAMPBELL COUNTY, TN",7.076704321,54185330.28,"NASH COUNTY, NC",5.860933482,187714818.7,"RANDOLPH COUNTY, AL",12.93563615,335591223.6,"GIBSON COUNTY, TN",7.608557339,267111560.3,2032333623
"MCPHERSON COUNTY, NE",23.8229864,304434624.6,"LAWRENCE COUNTY, KY",11.00716053,348624845.3,"JOHNSTON COUNTY, NC",7.086400948,54383805.48,"STEVENS COUNTY, WA",5.87729543,188390406.8,"RIO GRANDE COUNTY, CO",12.9408759,335634624.1,"TELFAIR COUNTY, GA",7.630520988,267403559.2,2040428471
"IRON COUNTY, MI",23.8518333,304511006.6,"WINSTON COUNTY, MS",11.01470152,348823855.1,"MCCORMICK COUNTY, SC",7.086400948,54383805.48,"FRANKLIN COUNTY, AL",5.889726624,188658119.6,"SEMINOLE COUNTY, GA",12.9508332,335975746.6,"ASOTIN COUNTY, WA",7.634544277,267537779.8,2042529025
"LIVINGSTON COUNTY, NY",23.88043812,305459936.7,"SEMINOLE COUNTY, OK",11.02945617,349368103.7,"FOARD COUNTY, TX",7.097783835,54599454.76,"CARTER COUNTY, TN",5.894599754,188659095.4,"UNION COUNTY, FL",12.95162639,336160255.2,"WEST BATON ROUGE PARISH, LA",7.645569237,267676453,2046538854
"LYON COUNTY, NV",23.91223062,305480101.5,"NEWTON COUNTY, AR",11.03149691,349526884.2,"JEFFERSON COUNTY, MS",7.118370016,54637375.72,"GARZA COUNTY, TX",5.895246938,190187198.7,"ST LAWRENCE COUNTY, NY",12.95900953,337206712.3,"MASON COUNTY, IL",7.651182763,268203192.1,2052071640
"MISSOULA COUNTY, MT",23.94196466,305970636.4,"CHARLOTTE COUNTY, VA",11.03178252,349819935.1,"CLEVELAND COUNTY, NC",7.118370016,54640524.71,"HAYWOOD COUNTY, NC",5.896115115,190190199.8,"CLARK COUNTY, KS",12.97112765,338730735.8,"CALCASIEU PARISH, LA",7.672494633,268433245.9,2059552639
"DICKENS COUNTY, TX",23.96323128,307162637.1,"SCHOOLCRAFT COUNTY, MI",11.04678228,349878953.8,"WISE COUNTY, VA",7.119151269,54641070.18,"SCHENECTADY COUNTY, NY",5.90027394,190205022.3,"TIFT COUNTY, GA",12.98582999,339058860.9,"CRISP COUNTY, GA",7.678614415,268760206.4,2063705995
"VALLEY COUNTY, ID",24.07904198,307503539.8,"GREENWOOD COUNTY, SC",11.07286654,350177327.4,"HARDEMAN COUNTY, TX",7.120216231,54922360.42,"PUTNAM COUNTY, NY",5.901319539,190206042.1,"ACCOMACK COUNTY, VA",12.9893708,339432297.2,"PULASKI COUNTY, IL",7.693807345,268832838.3,2068348066
"MEADE COUNTY, KS",24.07944882,309115358.3,"OWSLEY COUNTY, KY",11.08018143,350233857.5,"MORGAN COUNTY, GA",7.129026372,54924391.98,"AVERY COUNTY, NC",5.907463486,190206603.9,"CLAIBORNE COUNTY, TN",12.99665949,339689703.4,"HIDALGO COUNTY, NM",7.703253002,269370767.9,2075031177
"LAWRENCE COUNTY, KY",24.09323002,309176228.6,"WEBSTER COUNTY, WV",11.10988439,350253085.5,"POLK COUNTY, GA",7.129026372,54935492.3,"MARSHALL COUNTY, SD",5.91807855,190670585.1,"HALIFAX COUNTY, VA",12.9979521,340187352.8,"BAKER COUNTY, OR",7.704395449,270096691.7,2080931723
"NESS COUNTY, KS",24.13257286,310829355.3,"GRANT COUNTY, SD",11.11811311,351127054.6,"WASHINGTON COUNTY, MD",7.129026372,55067637.86,"WATAUGA COUNTY, NC",5.918422073,190671176.5,"TILLAMOOK COUNTY, OR",13.02820779,340696158.1,"DREW COUNTY, AR",7.711111972,270415205.4,2085201927
"TALLADEGA COUNTY, AL",24.15243124,311101607,"ACADIA PARISH, LA",11.13384368,352026718.3,"POLK COUNTY, NC",7.129026372,55067933.54,"ASHLAND COUNTY, WI",5.91913766,190698599,"DUVAL COUNTY, TX",13.09304202,341608249.5,"KERN COUNTY, CA",7.729264245,270576173.5,2091354743
"OGLETHORPE COUNTY, GA",24.15446706,311287130.3,"BLECKLEY COUNTY, GA",11.14353973,352236502.5,"CARROLL COUNTY, GA",7.139682728,55068080.14,"POCAHONTAS COUNTY, WV",5.920912534,190822365.1,"JEFFERSON COUNTY, WA",13.0942331,341852157.5,"SCHUYLKILL COUNTY, PA",7.742315737,270643455.8,2095407087
"KIMBLE COUNTY, TX",24.1669189,311340659.3,"ORANGE COUNTY, CA",11.19161489,352253080.4,"PICKENS COUNTY, GA",7.139682728,55068855.07,"JOHNSTON COUNTY, OK",5.932569652,190845871.6,"LINCOLN COUNTY, GA",13.13416861,341976519.3,"KLEBERG COUNTY, TX",7.747039524,271397646.4,2102528293
"OTSEGO COUNTY, MI",24.17273697,311533496.1,"SAN LUIS OBISPO COUNTY, CA",11.19703844,354782376.8,"TILLMAN COUNTY, OK",7.139682728,55881260.51,"LEON COUNTY, FL",5.935527132,190864218.6,"WAYNE COUNTY, UT",13.13456097,341982603.2,"OWYHEE COUNTY, ID",7.769682469,271919039.7,2112724595
"CADDO COUNTY, OK",24.18077126,312939987.2,"WAHKIAKUM COUNTY, WA",11.19763661,354902509.4,"DALLAS COUNTY, AL",7.150338242,55975634.18,"LINCOLN COUNTY, MS",5.935527132,190879761.5,"GEARY COUNTY, KS",13.15730027,342397593.3,"ZAVALA COUNTY, TX",7.774223408,272121346.8,2115532144
"PIMA COUNTY, AZ",24.21623892,313045629,"HARDIN COUNTY, OH",11.20969721,355987055.8,"MARION COUNTY, FL",7.150338242,56042298.93,"YANCEY COUNTY, NC",5.942459909,190880441.5,"SCHLEY COUNTY, GA",13.20988806,342503931.4,"AVOYELLES PARISH, LA",7.779057351,272607718.2,2120631075
"WHEELER COUNTY, GA",24.22754389,313159954.9,"MASON COUNTY, WA",11.21446606,356354543.8,"TELFAIR COUNTY, GA",7.150338242,56095350.08,"RUSSELL COUNTY, AL",5.946183488,190931419.2,"BENTON COUNTY, MS",13.21262199,342690580.5,"WALLA WALLA COUNTY, WA",7.785826195,272855983.6,2124409265
"PICKENS COUNTY, AL",24.27843269,313311354.2,"TRINITY COUNTY, CA",11.24003177,356674136.5,"ALAMANCE COUNTY, NC",7.150338242,56100761.02,"PERRY COUNTY, MS",5.946183488,190952346,"HABERSHAM COUNTY, GA",13.22429228,342816837.7,"DE KALB COUNTY, AL",7.799426372,273495738.6,2133109876
"LENOIR COUNTY, NC",24.28068099,313591372.4,"ALPINE COUNTY, CA",11.24064457,356702550.9,"WARREN COUNTY, OH",7.150338242,56233197.94,"TRAILL COUNTY, ND",5.951006546,191636240,"MURRAY COUNTY, GA",13.24159522,342980538.9,"CUMING COUNTY, NE",7.800369221,274181198.7,2138714584
"DONLEY COUNTY, TX",24.28723879,314791817.3,"CHESTER COUNTY, SC",11.27374081,357057743.8,"MERCER COUNTY, WV",7.163874626,56234099.77,"OSAGE COUNTY, OK",5.951987498,194262647.5,"ROBESON COUNTY, NC",13.27891571,344022982.5,"SHASTA COUNTY, CA",7.806964977,278642202.1,2175349913
"REFUGIO COUNTY, TX",24.28753149,315290383,"STONE COUNTY, MS",11.29248358,357139102.1,"WARREN COUNTY, GA",7.171651796,56240110.7,"LA SALLE COUNTY, IL",5.956839844,195408740.2,"MEADE COUNTY, SD",13.38345573,344047428.4,"NICHOLAS COUNTY, WV",7.832863406,278746586.4,2183383936
"CANDLER COUNTY, GA",24.30756374,315473640.7,"KENDALL COUNTY, TX",11.29258343,357325441.8,"JACKSON COUNTY, KS",7.171651796,56371663.66,"FRANKLIN COUNTY, NC",5.956839844,195434257.3,"PERRY COUNTY, AL",13.3930547,344319073.4,"FAUQUIER COUNTY, VA",7.836543416,278812279.7,2184924535
"MENOMINEE COUNTY, MI",24.32102162,315712538.3,"FINNEY COUNTY, KS",11.31012976,357988875,"ROCKBRIDGE COUNTY, VA",7.1721586,56377189.48,"FORREST COUNTY, MS",5.9674962,195453873.2,"LONOKE COUNTY, AR",13.40806989,345307499,"BRISCOE COUNTY, TX",7.843048788,280203861.1,2197652553
"FRANKLIN PARISH, LA",24.347258,316265025.4,"SOLANO COUNTY, CA",11.33150118,358927397.9,"TERRELL COUNTY, GA",7.182308152,56510330.49,"ABBEVILLE COUNTY, SC",5.9674962,195454480.6,"BLAINE COUNTY, NE",13.43410014,346421757.4,"BROOKE COUNTY, WV",7.853589828,280236252.8,2200860585
"HANCOCK COUNTY, TN",24.35665674,316342337.1,"MARION COUNTY, AR",11.33676909,359172182.5,"KEMPER COUNTY, MS",7.182308152,56522479.24,"ROSCOMMON COUNTY, MI",5.97404009,195496449.7,"ST FRANCIS COUNTY, AR",13.44252049,347251841,"CLAY COUNTY, GA",7.868388703,280387052.3,2206194315
"HAYWOOD COUNTY, TN",24.40813969,316760657.1,"ESCAMBIA COUNTY, AL",11.33887481,359529017.4,"WASHINGTON COUNTY, OH",7.192963666,56568420.52,"EDGECOMBE COUNTY, NC",5.988808912,195667145.7,"JEFFERSON COUNTY, NY",13.48154103,348420011.2,"VERNON PARISH, LA",7.873724602,280656312.6,2209810513
"STONEWALL COUNTY, TX",24.41360952,317906983.3,"BUTLER COUNTY, AL",11.36947248,359719000.8,"MUSKOGEE COUNTY, OK",7.192963666,56611589.8,"SPARTANBURG COUNTY, SC",5.988808912,195668569.9,"MONROE COUNTY, MS",13.49627544,348899628,"YOLO COUNTY, CA",7.877866265,282326518.5,2224130556
"TAYLOR COUNTY, GA",24.46152658,318092313.6,"MORGAN COUNTY, KY",11.37384011,359853966.6,"ST MARYS COUNTY, MD",7.203620022,56648349.6,"FOARD COUNTY, TX",5.991738519,195946718.9,"RANDOLPH COUNTY, AR",13.51144867,349411850.4,"POINSETT COUNTY, AR",7.882340692,283429715.2,2234089577
"HOLT COUNTY, NE",24.49197565,321617035.4,"MORRIS COUNTY, KS",11.39983733,360701458.1,"SARATOGA COUNTY, NY",7.20631989,56749972.66,"DOUGLAS COUNTY, WI",5.99647243,195956090.1,"DELAWARE COUNTY, NY",13.55204555,350096856.1,"JEFFERSON COUNTY, KS",7.885620069,283594408.9,2236317762
"RENSSELAER COUNTY, NY",24.50173367,322005495.3,"MARION COUNTY, AL",11.4064267,360897859.4,"DOUGHERTY COUNTY, GA",7.214276378,56788300.18,"COWETA COUNTY, GA",5.999464426,195956613.7,"GREENLEE COUNTY, AZ",13.56370206,350098620.1,"FLOYD COUNTY, TX",7.894076777,285224399.2,2251583306
"CLAIBORNE PARISH, LA",24.57635012,322052299.4,"LEE COUNTY, VA",11.41874966,361146130.8,"ESSEX COUNTY, VA",7.214276378,56833858.62,"ONTONAGON COUNTY, MI",6.002578493,196000522.2,"CUMBERLAND COUNTY, TN",13.58005188,350399360,"PHILLIPS COUNTY, MT",7.895807052,285232258.6,2252138878
"SUMNER COUNTY, KS",24.58294752,323865849,"HAMILTON COUNTY, FL",11.45542874,361490839.8,"NORTHUMBERLAND COUNTY, VA",7.214276378,56860467.97,"LAFAYETTE COUNTY, FL",6.010121624,196028189.2,"MARTIN COUNTY, KY",13.59552976,350487013.8,"PENDER COUNTY, NC",7.901686937,285733304,2257775116
"MEAGHER COUNTY, MT",24.65567318,325539133.9,"CLAY COUNTY, KY",11.45689333,361590195.9,"SCOTT COUNTY, MS",7.224933576,56879170.96,"MOORE COUNTY, TN",6.038719013,196030924.3,"WASHINGTON COUNTY, ID",13.60362501,351264054.4,"SULLIVAN COUNTY, PA",7.911402254,285764443.1,2260797459
"HAMILTON COUNTY, OH",24.66573103,325635959.4,"CASSIA COUNTY, ID",11.47562179,361738511.5,"WARREN COUNTY, VA",7.233284057,56880783.65,"WARREN COUNTY, NC",6.04208985,196036438.7,"RUNNELS COUNTY, TX",13.61585378,351837634.5,"LINCOLN COUNTY, MS",7.926202196,285986751.6,2266788819
"BOONE COUNTY, AR",24.6775614,325973199.5,"NUECES COUNTY, TX",11.4911187,362768764.8,"LINCOLN COUNTY, WI",7.23558909,57008768.74,"BLOUNT COUNTY, TN",6.050841902,196044170.7,"CARROLL COUNTY, MS",13.62130402,352139803.3,"CLAY COUNTY, AR",7.949556521,286605069.3,2278383197
"JACKSON COUNTY, OH",24.67857798,326296805.8,"BARNWELL COUNTY, SC",11.49303952,363124972,"SCOTT COUNTY, TN",7.241148781,57008783.52,"UMATILLA COUNTY, OR",6.054362342,197202797.3,"SCHOOLCRAFT COUNTY, MI",13.66717556,352208111.8,"MADISON COUNTY, TN",7.949556521,286770457.9,2279697964
"MONROE COUNTY, OH",24.68704906,326514525.1,"LEMHI COUNTY, ID",11.52548791,363346209.7,"VANCE COUNTY, NC",7.246245446,57013884,"ROBERTS COUNTY, SD",6.06340172,197773060,"PIKE COUNTY, AL",13.69208385,352445584.1,"TULARE COUNTY, CA",7.951274864,287290596,2284326495
"ITASCA COUNTY, MN",24.69195534,326747833.2,"NASSAU COUNTY, NY",11.5957138,363347922.6,"LEE COUNTY, AL",7.278213672,57044357.52,"CAMPBELL COUNTY, VA",6.06340172,197782072,"LANIER COUNTY, GA",13.69554116,352566482.1,"LIPSCOMB COUNTY, TX",7.951644303,288925139.2,2297429937
"MORGAN COUNTY, KY",24.72113841,326839307.4,"MONROE COUNTY, OH",11.60431267,363549810.8,"CARBON COUNTY, PA",7.293059159,57059227.46,"BARAGA COUNTY, MI",6.069687943,197801912.2,"ALLEGANY COUNTY, NY",13.76599334,353380177.9,"BLAINE COUNTY, NE",7.960737699,289812292.1,2307119639
"GUNNISON COUNTY, CO",24.7496331,327236549.8,"PIERCE COUNTY, GA",11.63062482,363856388.5,"MCDUFFIE COUNTY, GA",7.299526384,57070076.45,"SCOTLAND COUNTY, NC",6.071202576,198081539.2,"EVANS COUNTY, GA",13.77175785,353534339.6,"DARLINGTON COUNTY, SC",7.961268639,290394155.5,2311905883
"MITCHELL COUNTY, GA",24.75738661,327721957.4,"EDGEFIELD COUNTY, SC",11.6359724,364188625.6,"YALOBUSHA COUNTY, MS",7.299526384,57118905.54,"COLUMBUS COUNTY, NC",6.074058076,198285928,"THOMAS COUNTY, NE",13.79686071,354442093.6,"CLARK COUNTY, ID",7.961359414,290761245.1,2314854776
"COOK COUNTY, GA",24.75836571,327880369.9,"ROCK COUNTY, NE",11.65064127,365417796.6,"NEWTON COUNTY, GA",7.310181898,57119952.74,"TOOMBS COUNTY, GA",6.080511884,198675337.9,"JOHNSON COUNTY, KY",13.79768205,354505133.9,"HANSFORD COUNTY, TX",7.963581104,292307775.5,2327816678
"APPLING COUNTY, GA",24.87840799,328199146.6,"CATAHOULA PARISH, LA",11.74323834,366113330.4,"HUMPHREYS COUNTY, MS",7.310181898,57543005.52,"NORTHAMPTON COUNTY, NC",6.084714432,198820457.6,"COLUMBIA COUNTY, OR",13.88859281,355501071.5,"JASPER COUNTY, SC",7.973598931,292542329.5,2332615206
"ST LOUIS COUNTY, MN",24.88479926,328595562.9,"MARSHALL COUNTY, AL",11.7540977,366556731.7,"PRINCE EDWARD COUNTY, VA",7.310181898,57546254.61,"WINSTON COUNTY, MS",6.106027144,198837030.5,"CURRY COUNTY, NM",13.93000561,355738157.9,"TEXAS COUNTY, OK",7.975396303,294121675.9,2345736927
"PEMISCOT COUNTY, MO",24.88798774,329338538.1,"WAYNE COUNTY, NC",11.76546295,367309836.8,"MADISON COUNTY, MS",7.320838254,57663926.63,"UNICOI COUNTY, TN",6.10959161,198837267,"WHEELER COUNTY, NE",13.93367693,356616537.9,"PRESTON COUNTY, WV",7.99058226,294374565.7,2352224183
"WEBB COUNTY, TX",24.91493618,330139578.7,"PENOBSCOT COUNTY, ME",11.81939922,367608055.5,"MADISON COUNTY, VA",7.327860269,57677990.22,"SCHLEY COUNTY, GA",6.1166835,198862797.8,"CHOUTEAU COUNTY, MT",13.95561557,357036814,"HOUSTON COUNTY, AL",8.0028383,294618479.5,2357784052
"ARMSTRONG COUNTY, TX",24.99907502,331257750.5,"LOVE COUNTY, OK",11.8240271,368164214.1,"HOKE COUNTY, NC",7.331495451,57738900.3,"PIATT COUNTY, IL",6.1166835,199366058.1,"ELLIOTT COUNTY, KY",13.95831182,357108265.4,"MENOMINEE COUNTY, WI",8.007978704,294619225.9,2359304487
"ESSEX COUNTY, NY",25.00211089,331411620.6,"LEE COUNTY, KY",11.84355558,368224183.9,"SURRY COUNTY, VA",7.331495451,57804166.73,"KEYA PAHA COUNTY, NE",6.120290112,199782254.1,"BUTTE COUNTY, ID",13.99629555,357209614.1,"VILAS COUNTY, WI",8.010372171,294629166.3,2360089275
"MARION COUNTY, OR",25.00298246,334024150.3,"SCREVEN COUNTY, GA",11.86491323,368774994.3,"ECHOLS COUNTY, GA",7.342150966,57817654.66,"LYNN COUNTY, TX",6.125077829,201229709.4,"PRENTISS COUNTY, MS",14.00284077,357433158.7,"SUMTER COUNTY, SC",8.017255674,295175523.4,2366497640
"LAS ANIMAS COUNTY, CO",25.0130668,334228119.9,"GREENE COUNTY, MS",11.89598063,368888564.5,"PICKENS COUNTY, SC",7.342150966,57817843.16,"GRAINGER COUNTY, TN",6.127292711,201230212.1,"PONTOTOC COUNTY, OK",14.0205485,358192846.8,"CAMAS COUNTY, ID",8.030842763,295352240,2371927399
"MINERAL COUNTY, CO",25.03098568,334256698.1,"ZAPATA COUNTY, TX",11.90273313,369150285.4,"CHEROKEE COUNTY, TX",7.342150966,57840980.12,"BALDWIN COUNTY, GA",6.13799537,201235427.2,"NASSAU COUNTY, FL",14.05844601,358453033.9,"ARCHER COUNTY, TX",8.06729456,296515807.7,2392080362
"LANE COUNTY, OR",25.1024326,337753548.1,"ORANGEBURG COUNTY, SC",11.91364727,370126219.9,"WHITLEY COUNTY, KY",7.35674726,57841881.94,"GRANVILLE COUNTY, NC",6.13799537,201244075.8,"BINGHAM COUNTY, ID",14.07723728,358795081.2,"AIKEN COUNTY, SC",8.067382193,297452466.8,2399662734
"CASCADE COUNTY, MT",25.10854602,338655566.6,"CALHOUN COUNTY, AL",11.9193251,370370401.8,"TALLADEGA COUNTY, AL",7.363463678,57898975.29,"GUILFORD COUNTY, NC",6.148652567,201252044.4,"RICHMOND COUNTY, GA",14.0982357,358922937.5,"GRANT COUNTY, OR",8.077885577,298506314.8,2411299855
"UINTAH COUNTY, UT",25.20972244,338803663.3,"CUMBERLAND COUNTY, ME",11.92487651,370538920.8,"LINCOLN COUNTY, GA",7.363463678,57898975.29,"ALLEGHANY COUNTY, NC",6.157475337,201252857.5,"HERTFORD COUNTY, NC",14.10335274,359183260,"GRANT PARISH, LA",8.098744662,298537962.4,2417782730
"THURSTON COUNTY, WA",25.21338201,339557095.8,"MERCER COUNTY, OH",11.93840287,371630132,"ATTALA COUNTY, MS",7.363463678,57949302.49,"RANDOLPH COUNTY, WV",6.160753351,201375043,"IRON COUNTY, UT",14.13105158,359248893.7,"GARLAND COUNTY, AR",8.137676329,298650542.7,2430321452
"HARDIN COUNTY, OH",25.22890539,340745451.7,"BULLOCH COUNTY, GA",11.94009252,372324582.9,"JACKSON COUNTY, MS",7.363463678,57958642.28,"WILKINSON COUNTY, GA",6.169965279,201388803.2,"BALDWIN COUNTY, GA",14.15425366,359413570.2,"NEW KENT COUNTY, VA",8.142231316,298673547.2,2431869110
"SANDERS COUNTY, MT",25.2734456,341098585.1,"FERGUS COUNTY, MT",11.9559946,373122243,"OKTIBBEHA COUNTY, MS",7.363463678,57996773.91,"UNION COUNTY, FL",6.180620794,201399002.9,"NOWATA COUNTY, OK",14.15613838,360208771,"ATOKA COUNTY, OK",8.17755303,299404491.5,2448396107
"DEWEY COUNTY, OK",25.27373128,342158633.2,"EARLY COUNTY, GA",12.03958174,373646688.5,"JOHNSON COUNTY, GA",7.374119192,58040107.05,"MORROW COUNTY, OR",6.182362987,201700338,"JEFFERSON COUNTY, ID",14.17441789,360209337.1,"JERSEY COUNTY, IL",8.194651024,299625741.4,2455328389
"COAHOMA COUNTY, MS",25.28845957,342660109.7,"ALLENDALE COUNTY, SC",12.05506167,373982951.7,"MONTGOMERY COUNTY, GA",7.374119192,58073177.62,"MATHEWS COUNTY, VA",6.184624714,201705104.9,"COLUMBIA COUNTY, WA",14.18955055,360593572.9,"HYDE COUNTY, NC",8.196193108,299966256.7,2458581366
"BARRON COUNTY, WI",25.29868913,343549954.6,"CLARK COUNTY, NV",12.05569854,373983323.7,"DE KALB COUNTY, TN",7.379954174,58087104.15,"PENDER COUNTY, NC",6.191277149,201794429.8,"PONDERA COUNTY, MT",14.19921475,360735402.5,"CHILDRESS COUNTY, TX",8.20274784,301165332.5,2470383281
"CAMERON COUNTY, PA",25.29870025,343567410.6,"OKFUSKEE COUNTY, OK",12.0805833,374576355.8,"FINNEY COUNTY, KS",7.384776389,58604839.83,"STOKES COUNTY, NC",6.191277149,201796943.1,"DONA ANA COUNTY, NM",14.24286932,360735819.7,"MAGOFFIN COUNTY, KY",8.220211198,301231852,2476189443
"ROBERTS COUNTY, TX",25.35860987,344786133.6,"STEPHENS COUNTY, GA",12.09752276,374665374.6,"MCCREARY COUNTY, KY",7.406040273,58604928.54,"MILLER COUNTY, GA",6.201933505,201979700.5,"WISE COUNTY, TX",14.28283272,361745010.6,"RANDALL COUNTY, TX",8.222988958,302688007,2489000139
"JEFFERSON COUNTY, MT",25.49120143,345052516.1,"FISHER COUNTY, TX",12.09913187,376230753.7,"MADISON COUNTY, GA",7.406089101,58605535.91,"GARRETT COUNTY, MD",6.203897267,202263667.1,"YOUNG COUNTY, TX",14.28683257,362950546.7,"MENOMINEE COUNTY, MI",8.237276448,302775458.1,2494045150
"BARBER COUNTY, KS",25.51379457,346840662.3,"BLOUNT COUNTY, AL",12.10788557,376691645.7,"COFFEY COUNTY, KS",7.406089101,58789399.59,"KENEDY COUNTY, TX",6.20684283,203511757.4,"PITTSYLVANIA COUNTY, VA",14.32459641,363647232.1,"CATAHOULA PARISH, LA",8.279900188,303321239,2511469584
"OCHILTREE COUNTY, TX",25.51638857,348034094.9,"RANDOLPH COUNTY, GA",12.11947866,377006198.5,"OBION COUNTY, TN",7.406089101,59062341.8,"TALIAFERRO COUNTY, GA",6.212589861,203511987.8,"PULASKI COUNTY, GA",14.35892769,363896239.7,"ROCKLAND COUNTY, NY",8.297522154,303323397.2,2516832608
"ELLIOTT COUNTY, KY",25.55775394,348085474.2,"OKTIBBEHA COUNTY, MS",12.13882872,377226964,"LATIMER COUNTY, OK",7.415731849,59063721.64,"SUMTER COUNTY, SC",6.212589861,203656627,"NAVAJO COUNTY, AZ",14.37564649,363900706.5,"SALEM COUNTY, NJ",8.305949245,303476436.5,2520659879
"CALAVERAS COUNTY, CA",25.56940748,349658567.8,"PAULDING COUNTY, OH",12.14619721,378215774.2,"MACON COUNTY, AL",7.427400971,59111767.18,"JEFFERSON COUNTY, FL",6.223246217,203693781.7,"OBION COUNTY, TN",14.42041873,364545703.5,"FAIRFIELD COUNTY, SC",8.306784954,303756408.2,2523239162
"SALINE COUNTY, KS",25.60222568,350647643.1,"TIPPAH COUNTY, MS",12.15613422,378426450.1,"CLEBURNE COUNTY, AR",7.438058169,59113268.68,"JONES COUNTY, GA",6.223246217,203696881.4,"LAKE COUNTY, MN",14.43104907,364565790,"COLUMBUS COUNTY, NC",8.312353205,304629307.9,2532186404
"CHARLOTTE COUNTY, VA",25.6550338,350829291.2,"DE KALB COUNTY, TN",12.17187655,378614018.7,"PUTNAM COUNTY, GA",7.438058169,59113603.78,"RANDOLPH COUNTY, NC",6.233902573,203703962.9,"PUTNAM COUNTY, GA",14.45365857,364737160.6,"AMITE COUNTY, MS",8.326304768,304861301.3,2538368107
