County_Forest_NH,Cost_Forest_NH,Qty_Forest_NH,County_Forest_H,Cost_Forest_H,Qty_Forest_H,County_Soil,Cost_Soil,Qty_Soil,County_MinCost,Cost_MinCost,Qty_MinCost,County_MaxQty,Cost_MaxQty,Qty_MaxQty,County_CE,Cost_CE,Qty_CE,Revenues_CE
"GIBSON COUNTY, IN",79.18449038,1118456910,"SANILAC COUNTY, MI",67.0231382,1141627409,"PERRY COUNTY, PA",26.72585957,376452814,"CARLISLE COUNTY, KY",20.01242267,640182673.6,"LAKE COUNTY, SD",66.48346258,1236073541,"CALDWELL COUNTY, TX",36.38991226,1015137834,36940776702
"HARDIN COUNTY, IL",79.19866289,1118516451,"KENT COUNTY, MI",67.06125687,1142178598,"DAUPHIN COUNTY, PA",26.76848331,376534325.9,"CHARITON COUNTY, MO",20.01242267,640631719.2,"IOWA COUNTY, WI",66.55027227,1236980838,"POLK COUNTY, IA",36.41238444,1015497131,36976671932
"YORK COUNTY, PA",79.20938776,1120033380,"JOHNSON COUNTY, IL",67.1415236,1142353362,"COTTLE COUNTY, TX",26.79448859,376706460.9,"BERRIEN COUNTY, MI",20.03373875,640891795.6,"LEBANON COUNTY, PA",66.72047272,1237488256,"HERNANDO COUNTY, FL",36.48679725,1015626427,37056955511
"ASSUMPTION PARISH, LA",79.33197201,1120167608,"LIVINGSTON COUNTY, MI",67.1976912,1142725122,"WYANDOT COUNTY, OH",26.82176509,377103954.6,"GILA COUNTY, AZ",20.03587635,640959053.7,"MADISON COUNTY, NC",66.87372806,1237604810,"HENRY COUNTY, IA",36.48697388,1015950313,37068952519
"TULSA COUNTY, OK",79.3366594,1120480800,"POWHATAN COUNTY, VA",67.31211456,1142837857,"WOODFORD COUNTY, KY",26.85373079,377112677.2,"HUDSON COUNTY, NJ",20.04550413,640959276.8,"OWEN COUNTY, IN",66.89812494,1237806953,"BOONE COUNTY, IN",36.518948,1016400537,37117878362
"LEHIGH COUNTY, PA",79.3965042,1120865502,"PAULDING COUNTY, GA",67.62888293,1142970767,"SHELBY COUNTY, IA",26.90701257,377757928.5,"TAOS COUNTY, NM",20.12277974,641041464.4,"DUKES COUNTY, MA",66.96514819,1237829142,"GIBSON COUNTY, IN",36.518948,1016849014,37134256246
"CARROLL COUNTY, VA",79.47277472,1121062291,"COLE COUNTY, MO",67.6963783,1143193445,"ROSEAU COUNTY, MN",26.92832865,378637602.4,"TORRANCE COUNTY, NM",20.19128991,641041624.2,"FARIBAULT COUNTY, MN",67.06069444,1238975575,"SALT LAKE COUNTY, UT",36.52130379,1016949751,37140330818
"VAN BUREN COUNTY, IA",79.68861016,1121532215,"BROWN COUNTY, IN",67.71802148,1143229179,"OLDHAM COUNTY, KY",26.93897827,378649562.7,"BOONE COUNTY, IL",20.19357567,641322414.9,"LINCOLN COUNTY, MO",67.18813749,1239490582,"MONTGOMERY COUNTY, KY",36.54007299,1017199416,37168540915
"WASHINGTON COUNTY, TN",79.69744539,1121765667,"WRIGHT COUNTY, MN",67.79034362,1143982945,"CLACKAMAS COUNTY, OR",26.95853485,378794618.4,"FILLMORE COUNTY, NE",20.19357567,642084406.9,"WABASH COUNTY, IN",67.21684122,1240006363,"PUTNAM COUNTY, NY",36.59394197,1017233319,37224577048
"SARPY COUNTY, NE",79.70757592,1122027192,"GREELEY COUNTY, NE",67.87781154,1144662663,"LANE COUNTY, OR",26.97095239,378922721.7,"BEAVERHEAD COUNTY, MT",20.20068079,643989111.5,"POWHATAN COUNTY, VA",67.31211456,1240119098,"LEE COUNTY, IA",36.60419548,1017541776,37246298081
"MARICOPA COUNTY, AZ",79.82552877,1122031477,"MADISON COUNTY, NE",67.91747242,1145243650,"CIBOLA COUNTY, NM",26.98662796,378922721.7,"MONTGOMERY COUNTY, IL",20.21489175,644599134.5,"PIKE COUNTY, MO",67.43522767,1240696484,"POSEY COUNTY, IN",36.72141708,1017908879,37379056510
"SAN BERNARDINO COUNTY, CA",79.88774792,1122153152,"MIAMI COUNTY, KS",68.10857329,1145849202,"WHEELER COUNTY, OR",27.02739959,378922943.5,"AUDUBON COUNTY, IA",20.24686586,645061718.4,"WILKIN COUNTY, MN",67.48840701,1241915101,"LINN COUNTY, IA",36.83863026,1018456495,37518542271
"COLORADO COUNTY, TX",79.90472132,1122839743,"TETON COUNTY, WY",68.14551929,1145963837,"MULTNOMAH COUNTY, OR",27.0600893,378964461.9,"GEAUGA COUNTY, OH",20.25751549,645146994.4,"BROWN COUNTY, KS",67.50032486,1242672574,"FRONTIER COUNTY, NE",36.87218691,1018518111,37554990148
"FAYETTE COUNTY, TX",79.98991691,1123477101,"KNOX COUNTY, MO",68.21347125,1146479400,"BENTON COUNTY, OR",27.11146846,379063859.6,"SHEBOYGAN COUNTY, WI",20.26817353,645436851.3,"JEFFERSON COUNTY, IN",67.51223793,1242892165,"BENNINGTON COUNTY, VT",36.88513059,1018667724,37573692018
"MONTGOMERY COUNTY, TN",80.00278526,1123717385,"STODDARD COUNTY, MO",68.23812549,1147412104,"ALAMEDA COUNTY, CA",27.12102365,379063933.6,"KING COUNTY, WA",20.30691626,645440941.6,"CAPE GIRARDEAU COUNTY, MO",67.56897142,1243418611,"BLAND COUNTY, VA",36.89084472,1018809122,37584729116
"BLAND COUNTY, VA",80.05046842,1123812041,"LOUISA COUNTY, IA",68.2552847,1147823392,"STEELE COUNTY, MN",27.14144735,379487650.4,"TOMPKINS COUNTY, NY",20.34023583,645871303.2,"PAULDING COUNTY, GA",67.62888293,1243551521,"EDMONSON COUNTY, KY",36.94781564,1018967349,37648617773
"SUMNER COUNTY, TN",80.07202304,1124112618,"FULTON COUNTY, GA",68.54325706,1147908872,"WHEATLAND COUNTY, MT",27.1710895,379554375.5,"INDIANA COUNTY, PA",20.35342101,645945700.3,"WAYNE COUNTY, IA",67.96556827,1244243238,"DALLAS COUNTY, IA",36.9984756,1019495613,37719783567
"BOSSIER PARISH, LA",80.08310444,1124264004,"EL PASO COUNTY, CO",68.56713449,1147937086,"GRANT COUNTY, IN",27.17342147,379971953.3,"CUMBERLAND COUNTY, KY",20.40038807,646046974.4,"PERRY COUNTY, IL",68.01919759,1244692582,"COLUMBIA COUNTY, FL",37.06930051,1020081330,37813701356
"RICHLAND COUNTY, IL",80.08331125,1124689786,"PICKENS COUNTY, SC",68.61030124,1148171077,"LAMB COUNTY, TX",27.20213757,380798305,"BALLARD COUNTY, KY",20.40670279,646163827.1,"FRANKLIN COUNTY, IL",68.07576833,1245098897,"LAUREL COUNTY, KY",37.09197695,1020375389,37847740424
"KING COUNTY, WA",80.11433253,1125752278,"INGHAM COUNTY, MI",68.69862959,1148759040,"SANTA CLARA COUNTY, CA",27.21543065,380816341.4,"VERMILION COUNTY, IL",20.51326635,647076513.6,"REDWOOD COUNTY, MN",68.26947065,1246536427,"CLAY COUNTY, IA",37.23291038,1020972850,38013790611
"HENDERSON COUNTY, KY",80.13017622,1126148798,"CAMPBELL COUNTY, KY",68.76644933,1148838359,"SPOKANE COUNTY, WA",27.27998503,381117639.4,"YORK COUNTY, PA",20.54524046,647372133.6,"CLAYTON COUNTY, IA",68.34656395,1247375725,"O'BRIEN COUNTY, IA",37.2968502,1021623996,38103357144
"CUMBERLAND COUNTY, IL",80.16800713,1126538584,"WASATCH COUNTY, UT",68.76911416,1149047150,"SILVER BOW COUNTY, MT",27.2804649,381118329.3,"SHOSHONE COUNTY, ID",20.55181782,647656355.9,"UNION COUNTY, IN",68.37339513,1247565214,"HANCOCK COUNTY, KY",37.35218539,1021751286,38164643435
"FRANKLIN COUNTY, MO",80.21558752,1127010552,"LAPEER COUNTY, MI",68.87393874,1149726403,"MCLEOD COUNTY, MN",27.29063465,381599310.1,"WHITE PINE COUNTY, NV",20.57494295,647695189.1,"GRAND TRAVERSE COUNTY, MI",68.46462716,1247820347,"DOUGLAS COUNTY, MO",37.35221554,1022137922,38179115961
"VIGO COUNTY, IN",80.26500964,1127378144,"KING GEORGE COUNTY, VA",68.87592993,1149816828,"SANTA CRUZ COUNTY, CA",27.33213871,381624837.1,"GREENE COUNTY, NY",20.57720616,647728699.8,"FULTON COUNTY, GA",68.54325706,1247905827,"HANCOCK COUNTY, IA",37.37143964,1022786344,38222998127
"ROCKINGHAM COUNTY, NC",80.45229617,1127611094,"HOWARD COUNTY, IN",68.92518355,1150166147,"STANISLAUS COUNTY, CA",27.34970848,381624837.1,"COLFAX COUNTY, NM",20.70478221,648331111.1,"PICKENS COUNTY, SC",68.61030124,1248139818,"CRAWFORD COUNTY, IA",37.40341376,1023501239,38282440336
"CURRITUCK COUNTY, NC",80.50394467,1127712880,"PIKE COUNTY, MO",69.0266838,1150670615,"FRESNO COUNTY, CA",27.37806257,381624886.4,"GREEN COUNTY, WI",20.70507739,648648817.4,"CAMPBELL COUNTY, KY",68.76644933,1248219137,"LLANO COUNTY, TX",37.4538827,1023927916,38350076051
"SURRY COUNTY, VA",80.79107469,1127819600,"MECKLENBURG COUNTY, NC",69.32864435,1150822815,"HOOD RIVER COUNTY, OR",27.39879776,381679291.5,"HUMBOLDT COUNTY, NV",20.72083411,648778147.8,"JASPER COUNTY, IL",68.80166569,1248819731,"GRIGGS COUNTY, ND",37.55120463,1024196668,38459818665
"COLUMBIA COUNTY, FL",80.80803206,1128204810,"APPANOOSE COUNTY, IA",69.59285738,1151271106,"CONTRA COSTA COUNTY, CA",27.40008582,381680030.7,"CHOCTAW COUNTY, AL",20.73842567,648861836.3,"KING GEORGE COUNTY, VA",68.87592993,1248910156,"WILLIAMS COUNTY, OH",37.67378784,1025070142,38618275033
"WINNESHIEK COUNTY, IA",80.82612166,1129095790,"DAVIS COUNTY, IA",69.60611639,1151748103,"FLOYD COUNTY, TX",27.44643061,382549305.3,"METCALFE COUNTY, KY",20.75835917,648871342.5,"GILPIN COUNTY, CO",68.89950645,1248925497,"CRAWFORD COUNTY, KS",37.68885317,1025834744,38662535043
"SWIFT COUNTY, MN",80.87323899,1130213070,"CAPE GIRARDEAU COUNTY, MO",69.62760678,1152218701,"MEEKER COUNTY, MN",27.45047999,383101861,"ST CROIX COUNTY, WI",20.7690172,649215942.7,"JACKSON COUNTY, MO",68.92634711,1249303326,"CLARK COUNTY, KY",37.71102163,1026202757,38699154363
"CHARLES CITY COUNTY, VA",80.9324375,1130277903,"LOUISA COUNTY, VA",69.63719681,1152474405,"UNION COUNTY, OR",27.45973211,383285724.7,"BREMER COUNTY, IA",20.83295702,649621567.6,"LUCAS COUNTY, IA",68.99255945,1249754693,"WALKER COUNTY, GA",37.72325814,1026427069,38720173267
"GREENE COUNTY, MO",80.97444972,1130812911,"OWEN COUNTY, IN",69.69361664,1152656072,"SWEET GRASS COUNTY, MT",27.47811008,383288164,"PINE COUNTY, MN",20.84361506,649714812.2,"DAVISON COUNTY, SD",68.996143,1250385955,"MCLENNAN COUNTY, TX",37.72431078,1027915979,38777421832
"RUTHERFORD COUNTY, TN",81.02446989,1131170801,"SPOTSYLVANIA COUNTY, VA",69.86391983,1152886624,"CHIPPEWA COUNTY, MN",27.48245411,383918738.6,"MACON COUNTY, MO",20.87558076,649934090.3,"WASHINGTON COUNTY, WI",68.9985453,1250893929,"WASHINGTON COUNTY, MO",37.72737259,1028047435,38785528621
"GREENE COUNTY, IA",81.05057893,1131981570,"BLANCO COUNTY, TX",69.86907692,1153093122,"COWLEY COUNTY, KS",27.52507785,384284371.5,"LANCASTER COUNTY, NE",20.87558076,650599813.8,"CHAFFEE COUNTY, CO",69.00443367,1250973197,"JOHNSON COUNTY, TN",37.74545771,1028131278,38807285689
"BULLITT COUNTY, KY",81.26608938,1132062248,"FRANKLIN COUNTY, IL",69.88230084,1153451463,"WEBSTER COUNTY, NE",27.53572747,384686545.6,"CRAWFORD COUNTY, KS",20.8862388,650892118.1,"JACKSON COUNTY, MN",69.04087704,1252104740,"UPSHUR COUNTY, TX",37.76533816,1028405022,38838063423
"CHESTER COUNTY, PA",81.34041037,1133293948,"SALEM COUNTY, NJ",69.96136627,1153828771,"SAN MATEO COUNTY, CA",27.54893637,384693592.7,"DECATUR COUNTY, IN",20.89688843,651227082.9,"CUMBERLAND COUNTY, NJ",69.07053551,1252479811,"WOODBURY COUNTY, IA",37.82965958,1029172628,38933250153
"WASHINGTON COUNTY, MN",81.48775272,1133652390,"WAYNE COUNTY, IA",70.03581188,1154438029,"HARRISON COUNTY, IN",27.55704355,384794988.7,"GRAY COUNTY, KS",20.89883701,652644649.8,"OHIO COUNTY, IN",69.25104601,1252535151,"SHANNON COUNTY, MO",37.84026468,1029344984,38950686626
"ASCENSION PARISH, LA",81.5668856,1133776363,"MONROE COUNTY, IA",70.06539154,1154825405,"MADERA COUNTY, CA",27.56324812,384795210.5,"RICHLAND COUNTY, WI",20.90754646,652874559.4,"ISLAND COUNTY, WA",69.27063604,1252679379,"LOUISA COUNTY, IA",37.84031762,1029646082,38962134769
"CLAY COUNTY, IL",81.60288385,1134308820,"DAVIS COUNTY, UT",70.15609248,1154837600,"TIPPECANOE COUNTY, IN",27.56770159,385225290,"JUNIATA COUNTY, PA",20.9182045,652943928.7,"HAMPDEN COUNTY, MA",69.27570923,1252775553,"GENTRY COUNTY, MO",37.8592143,1030203560,39002697361
"CARVER COUNTY, MN",81.6100083,1134776754,"LINCOLN COUNTY, SD",70.18823112,1155563540,"COLUMBIA COUNTY, WA",27.58900925,385370567.4,"SWEET GRASS COUNTY, MT",20.92077625,653417488.1,"MECKLENBURG COUNTY, NC",69.32864435,1252927753,"MCMINN COUNTY, TN",37.91114633,1030529890,39068569444
"VANDERBURGH COUNTY, IN",81.67320238,1134970720,"RICE COUNTY, MN",70.2108309,1156206973,"EDMONSON COUNTY, KY",27.64229103,385378757.8,"LOGAN COUNTY, KY",20.96082824,653599006.1,"EMMET COUNTY, IA",69.47259807,1253489686,"FRANKLIN COUNTY, TX",37.91685156,1030806984,39084955380
"DAKOTA COUNTY, MN",81.91041935,1135590926,"LINCOLN COUNTY, MO",70.24304089,1156655756,"BERNALILLO COUNTY, NM",27.6951182,385378757.8,"GRANT COUNTY, WI",20.96082824,654245212.9,"JACKSON COUNTY, IL",69.49954263,1253916919,"MECOSTA COUNTY, MI",37.97991568,1031231924,39166101535
"CATOOSA COUNTY, GA",81.98073401,1135655346,"JEFFERSON COUNTY, IA",70.26130493,1157104130,"ST LAWRENCE COUNTY, NY",27.70623085,385517211.8,"CIBOLA COUNTY, NM",20.98801862,654249766.2,"LOUISA COUNTY, VA",69.63719681,1254172623,"NEWAYGO COUNTY, MI",37.98136768,1031629332,39182692976
"NORTHAMPTON COUNTY, PA",82.03622817,1136169422,"BROWN COUNTY, IL",70.29247529,1157317398,"BAKER COUNTY, OR",27.73039244,385549736.6,"IDAHO COUNTY, ID",21.03365922,655120103.8,"ORANGE COUNTY, IN",69.68061566,1254374646,"NORTHUMBERLAND COUNTY, PA",37.98512378,1032117076,39205094886
"DUBUQUE COUNTY, IA",82.05168583,1136867838,"DUVAL COUNTY, FL",70.38687553,1157470137,"MOTLEY COUNTY, TX",27.74143774,385672369.9,"FLATHEAD COUNTY, MT",21.04541065,655243870.5,"SPOTSYLVANIA COUNTY, VA",69.86391983,1254605198,"HINSDALE COUNTY, CO",38.06874056,1032136062,39292119973
"WYTHE COUNTY, VA",82.20974249,1137117361,"YORK COUNTY, PA",70.47848016,1158852915,"CHICKASAW COUNTY, IA",27.74885459,386151155.2,"CLARK COUNTY, MO",21.04607572,655497889.2,"BLANCO COUNTY, TX",69.86907692,1254811696,"LIBERTY COUNTY, TX",38.07423292,1032897092,39326764451
"FULTON COUNTY, IN",82.42425961,1137597254,"GASTON COUNTY, NC",70.50214397,1159044709,"JOSEPHINE COUNTY, OR",27.76354518,386154826.6,"ALBANY COUNTY, NY",21.08869946,655545344.9,"RANDOLPH COUNTY, IL",69.9038882,1255393766,"BLACK HAWK COUNTY, IA",38.10672651,1033427063,39380522462
"CALHOUN COUNTY, IL",82.4794456,1137728961,"LEAVENWORTH COUNTY, KS",70.68439976,1159447428,"QUAY COUNTY, NM",27.77409377,386218471.7,"LANE COUNTY, KS",21.14074769,656391754.9,"KENT COUNTY, MI",69.9183943,1256015299,"WARREN COUNTY, IA",38.10672651,1033726352,39391927391
"SULLIVAN COUNTY, TN",82.53567729,1137910185,"FAYETTE COUNTY, GA",70.85163765,1159542372,"CHESTERFIELD COUNTY, VA",27.83411049,386238701.5,"DAKOTA COUNTY, MN",21.19526302,656729321.7,"OZAUKEE COUNTY, WI",69.98862711,1256290837,"HARRISON COUNTY, KY",38.10876138,1034083950,39407658518
"COLUMBIA COUNTY, GA",82.5490954,1137993523,"GREENVILLE COUNTY, SC",70.85335074,1159910666,"CROOK COUNTY, OR",27.83605521,386239095.7,"LANDER COUNTY, NV",21.2231862,656777062.2,"DUVAL COUNTY, FL",70.38687553,1256443576,"MARION COUNTY, KY",38.11038616,1034405490,39421592671
"UNION COUNTY, NJ",82.75324728,1137999025,"SUMMIT COUNTY, OH",70.91778939,1160010289,"PLYMOUTH COUNTY, IA",27.88738385,387087362.8,"PIERCE COUNTY, WA",21.2479134,656782606.2,"SWITZERLAND COUNTY, IN",70.41310748,1256567196,"HARRISON COUNTY, TX",38.11152343,1034629451,39431304555
"INDIAN RIVER COUNTY, FL",82.93673989,1138266750,"CHESTER COUNTY, PA",71.04767917,1161153210,"GRANT COUNTY, OR",27.88844461,387089457.2,"MONROE COUNTY, MO",21.25920284,657090351.8,"GASTON COUNTY, NC",70.50214397,1256758990,"AVERY COUNTY, NC",38.15701372,1034673141,39480037232
"CHIPPEWA COUNTY, MN",82.97988613,1139196943,"DELAWARE COUNTY, IA",71.22140134,1161809007,"NAVAJO COUNTY, AZ",27.92789451,387089555.8,"SHELBY COUNTY, IN",21.31248462,657521752.7,"JOHNSON COUNTY, KS",70.54780766,1257108969,"RHEA COUNTY, TN",38.17803945,1034851222,39508590769
"LARUE COUNTY, KY",83.02021405,1139384163,"CASS COUNTY, IL",71.22490937,1162153049,"CASTRO COUNTY, TX",27.93010862,387773217.2,"FLEMING COUNTY, KY",21.31248462,657532929.4,"DARKE COUNTY, OH",70.76108436,1258421991,"HUMPHREYS COUNTY, TN",38.18514476,1035002588,39521723639
"HAMPSHIRE COUNTY, MA",83.15055069,1139541262,"MARION COUNTY, MO",71.25389818,1162555493,"APACHE COUNTY, AZ",27.93583331,387773217.2,"BOYD COUNTY, NE",21.31248462,657676235.6,"FAYETTE COUNTY, GA",70.85163765,1258516935,"OSAGE COUNTY, KS",38.18677105,1035926369,39558683095
"JASPER COUNTY, IA",83.17228352,1140540904,"JEFFERSON COUNTY, IN",71.35126956,1162752012,"DESCHUTES COUNTY, OR",27.9493958,387775755.1,"COLUMBIA COUNTY, PA",21.31248462,657773518.6,"GREENVILLE COUNTY, SC",70.85335074,1258885228,"BATES COUNTY, MO",38.29428545,1037008114,39711484749
"LOGAN COUNTY, KY",83.24371714,1141019963,"CLAYTON COUNTY, IA",71.559363,1163494399,"DEAF SMITH COUNTY, TX",27.95936351,388216293.7,"MINNEHAHA COUNTY, SD",21.31248462,658287659.3,"LAPEER COUNTY, MI",70.90793649,1259637724,"ELMORE COUNTY, AL",38.33077497,1037292141,39760211632
"HARDIN COUNTY, KY",83.28504209,1141370833,"NORTHAMPTON COUNTY, PA",71.56095679,1163963500,"PERRY COUNTY, IN",27.96198171,388253046.7,"JONES COUNTY, IA",21.35510836,658740424.9,"BROWN COUNTY, IL",70.98349322,1259874786,"RANSOM COUNTY, ND",38.33999839,1037499275,39777720549
"MARTIN COUNTY, IN",83.38423577,1141470988,"JACKSON COUNTY, IL",71.93509965,1164342090,"CLARK COUNTY, IL",27.98329779,388671153,"CARBON COUNTY, MT",21.36142762,658890581.1,"KITSAP COUNTY, WA",70.98669631,1259970759,"GUTHRIE COUNTY, IA",38.34116129,1037946695,39796081637
"HALL COUNTY, GA",83.42508656,1141611192,"ROANE COUNTY, TN",72.13701732,1164486029,"INYO COUNTY, CA",27.99101771,388671153,"RANSOM COUNTY, ND",21.45101388,658975857.7,"UNION COUNTY, SD",71.13011762,1260620666,"GARFIELD COUNTY, UT",38.34561469,1037974689,39801777481
"HANCOCK COUNTY, IN",83.46257767,1142028119,"GILPIN COUNTY, CO",72.2182112,1164500618,"PARK COUNTY, MT",28.05022624,388682906.3,"SAN JUAN COUNTY, UT",21.49290198,658989821.2,"INGHAM COUNTY, MI",71.15213768,1261272192,"TEXAS COUNTY, MO",38.37981335,1038540039,39858972865
"CHRISTIAN COUNTY, IL",83.48984664,1143030223,"HARLAN COUNTY, NE",72.24518131,1165106597,"BERKS COUNTY, PA",28.06854527,388947221.1,"ISANTI COUNTY, MN",21.60020118,659201923.6,"BERKS COUNTY, PA",71.17791056,1262411398,"LEE COUNTY, NC",38.41670645,1038688516,39902991819
"HAMBLEN COUNTY, TN",83.51173694,1143130498,"HAMPDEN COUNTY, MA",72.35801025,1165194866,"MADISON COUNTY, MT",28.08193938,388958235.2,"CHEROKEE COUNTY, KS",21.62151726,659603259.9,"MONTROSE COUNTY, CO",71.20272813,1262514387,"CHILTON COUNTY, AL",38.48475493,1038965153,39984319298
"PRINCE GEORGE COUNTY, VA",83.63812572,1143239635,"WABASH COUNTY, IN",72.37126452,1165650843,"MADISON COUNTY, IL",28.12182705,389369043.8,"DAKOTA COUNTY, NE",21.62151726,659867671.7,"BONNER COUNTY, ID",71.29486818,1262750266,"MAHONING COUNTY, OH",38.51471002,1039328704,40029443665
"TAYLOR COUNTY, FL",83.64776828,1143475518,"BLOUNT COUNTY, TN",72.37809426,1165941961,"HOWARD COUNTY, IA",28.12182705,389821138.5,"BROWN COUNTY, NE",21.64025001,661302307.9,"ST CHARLES COUNTY, MO",71.33320913,1263120786,"HARRIS COUNTY, GA",38.5467233,1039524629,40070268223
"WASHTENAW COUNTY, MI",83.66320397,1144138457,"WASHINGTON COUNTY, RI",72.37822557,1166021209,"DOUGLAS COUNTY, OR",28.14778182,389841146.2,"WASHINGTON COUNTY, IL",21.65348296,661695471.8,"TETON COUNTY, WY",71.33858474,1263241846,"ROCKINGHAM COUNTY, NC",38.56686104,1039920164,40106456452
"BERKSHIRE COUNTY, MA",83.70079617,1144361262,"ORANGE COUNTY, IN",72.42513106,1166198480,"CLINTON COUNTY, NY",28.17510883,389932855.9,"OGLE COUNTY, IL",21.67479904,662432178.8,"CASS COUNTY, IL",71.35470539,1263621727,"LOS ANGELES COUNTY, CA",38.59456848,1040564014,40160119104
"CARTER COUNTY, TN",83.74851265,1144423182,"CASS COUNTY, ND",72.59434866,1167005178,"CLARK COUNTY, NV",28.21836397,389932855.9,"RIPLEY COUNTY, IN",21.7813626,662648001.2,"DE KALB COUNTY, IN",71.38883448,1264069647,"TODD COUNTY, MN",38.60479704,1041631854,40211986294
"NOBLES COUNTY, MN",83.75503591,1145616530,"CHAFFEE COUNTY, CO",72.68308802,1167080203,"COLUSA COUNTY, CA",28.24032829,389936675.1,"RICE COUNTY, MN",21.82398634,663001972.7,"CALLAWAY COUNTY, MO",71.39899327,1264666012,"LYON COUNTY, IA",38.61821982,1042256187,40250078550
"CLAY COUNTY, IA",83.7850804,1146418350,"ORANGE COUNTY, VA",72.75236643,1167386879,"BEAVERHEAD COUNTY, MT",28.24868803,389960847,"CEDAR COUNTY, NE",21.845294,663729567.2,"MARION COUNTY, MO",71.49385539,1265116839,"SHERIDAN COUNTY, KS",38.62753965,1043303191,40300235380
"RIPLEY COUNTY, IN",83.81852597,1146761517,"JASPER COUNTY, IL",72.76557,1167911348,"COCONINO COUNTY, AZ",28.28456,389960847,"ROCK ISLAND COUNTY, IL",21.86661008,663999523.1,"HARDIN COUNTY, IA",71.51046565,1265909947,"LINN COUNTY, KS",38.62809388,1043938427,40325351560
"MONROE COUNTY, PA",83.83928155,1146866049,"GOSPER COUNTY, NE",72.88064199,1168394625,"JOHNSON COUNTY, IN",28.29232201,390196733.1,"WASHTENAW COUNTY, MI",21.86661008,664236466.2,"MONROE COUNTY, IA",71.5355582,1266346567,"CARROLL COUNTY, VA",38.70609617,1044260623,40419252091
"LITCHFIELD COUNTY, CT",83.84216605,1147177673,"GEAUGA COUNTY, OH",72.89586986,1168715035,"GALLATIN COUNTY, MT",28.31780533,390236649.9,"GENTRY COUNTY, MO",21.89857578,664426939.6,"RICE COUNTY, MN",71.55031836,1267055846,"LAVACA COUNTY, TX",38.71431536,1045124743,40461288895
"OGLE COUNTY, IL",83.90417853,1148106845,"FARIBAULT COUNTY, MN",72.90191783,1169727640,"CHILDRESS COUNTY, TX",28.33335462,390513357.1,"PAWNEE COUNTY, NE",21.98383168,664622556.6,"SUMMIT COUNTY, UT",71.61932289,1267571137,"KENT COUNTY, RI",38.75360135,1045141595,40503000718
"HANCOCK COUNTY, IA",84.11559487,1148929371,"OHIO COUNTY, IN",72.99166573,1169776721,"GRAND TRAVERSE COUNTY, MI",28.39888557,390597758.9,"GRANITE COUNTY, MT",22.05059745,665104080.3,"MASSAC COUNTY, IL",71.97153476,1267796684,"WHITLEY COUNTY, IN",38.76740711,1045474080,40530319270
"JASPER COUNTY, IN",84.155382,1149617543,"LEHIGH COUNTY, PA",73.00842005,1170127941,"BRISCOE COUNTY, TX",28.40474497,390845317,"KITSAP COUNTY, WA",22.06803525,665104178.9,"PALO ALTO COUNTY, IA",72.00655009,1268673915,"BALLARD COUNTY, KY",38.78957427,1045760016,40564585816
"ADAMS COUNTY, IL",84.27290636,1150484921,"THAYER COUNTY, NE",73.03911118,1170867172,"OWEN COUNTY, IN",28.40954361,390938703.8,"CLINTON COUNTY, MI",22.12236094,665475083.6,"ROANE COUNTY, TN",72.13701732,1268817855,"FRANKLIN COUNTY, NC",38.83250111,1046131060,40623885561
"POWESHIEK COUNTY, IA",84.31565548,1151289593,"PINELLAS COUNTY, FL",73.10652279,1170870090,"ADAMS COUNTY, ID",28.41169879,390948362.7,"BIG HORN COUNTY, WY",22.14688731,665576406.2,"SUMMIT COUNTY, OH",72.16077257,1268925782,"SPENCER COUNTY, IN",38.91660283,1046387864,40721860910
"PUTNAM COUNTY, IL",84.41503364,1151459657,"DAVIE COUNTY, NC",73.30368561,1171109342,"HALL COUNTY, TX",28.415041,391270998.9,"WORTH COUNTY, IA",22.15432664,666009372.3,"FLOYD COUNTY, IA",72.1939473,1269640218,"HUERFANO COUNTY, CO",38.95867207,1046793660,40781690912
"MIDDLESEX COUNTY, VA",84.41708303,1151513355,"RIVERSIDE COUNTY, CA",73.32277046,1171156078,"MITCHELL COUNTY, IA",28.44150931,391762956.8,"RIVERSIDE COUNTY, CA",22.18332055,666009396.9,"BROOKINGS COUNTY, SD",72.20592717,1270771468,"HARDIN COUNTY, IA",39.12972153,1047384839,40983877077
"MAURY COUNTY, TN",84.45485557,1151858445,"JEFFERSON COUNTY, IL",73.35003388,1171612224,"KEWAUNEE COUNTY, WI",28.45216735,391846321.9,"THURSTON COUNTY, WA",22.19787644,666022431.5,"WHITE COUNTY, IL",72.28274753,1271373561,"KITTSON COUNTY, MN",39.14952303,1048297630,41040352200
"CAROLINE COUNTY, VA",84.47805429,1152004225,"DAVIDSON COUNTY, TN",73.48989132,1171744823,"BARNES COUNTY, ND",28.48413305,392079771.5,"FRANKLIN COUNTY, PA",22.20760842,666301924.5,"MASON COUNTY, IL",72.33611383,1272023542,"CHEATHAM COUNTY, TN",39.23878882,1048413437,41138473437
"GUADALUPE COUNTY, TX",84.67618881,1152399734,"GRANT COUNTY, IN",73.52759224,1172188620,"BIG HORN COUNTY, MT",28.52407124,392088198.3,"TIOGA COUNTY, PA",22.2289245,666434283.5,"BLOUNT COUNTY, TN",72.37809426,1272314660,"TRUMBULL COUNTY, OH",39.30626738,1048924212,41229295523
